Rsex,ReligSum,SupParty,ClosePty,PartyIDN,Politics,Spend1,TaxSpend,AnyBN3,Dole,dolefidl,sochelp,welfhelp,damlives,proudwlf,redistrb,richlaw,wealth,indust4,BigBusnn,NatIdGB,tradvals,stifsent,EURefV2,EURefb,ECPolicy2,NHSSat,EUVOTWHO,deathapp,censor,wronglaw
Male,Other Christian, No, No,,5,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause,5,5,4,1,3,1,2,1,2,1,not British,3,3,,I would not vote ,to leave things as they are,Quite satisfied,"skip, didnt return SC questionnaire",3,3,3
Female,No religion, No, No,Refused to say,2,Health,"Increase tax and spend more on health, education and social benefits",Yes,Neither,4,3,4,2,2,2,2,3,4,2,Schedule not applicable,3,3,Schedule not applicable,Schedule not applicable,Schedule not applicable,Neither satisfied nor dissatisfied,Schedule not applicable,4,2,2
Female,No religion,Yes,Item not applicable,Scottish National Party,4,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause,3,4,3,2,3,3,2,2,3,3,Schedule not applicable,2,2,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite satisfied,Schedule not applicable,5,3,3
Male,No religion, No, No,,5,Public transport,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too high and disc,2,2,2,4,2,2,2,4,4,3,Schedule not applicable,1,1,Schedule not applicable,Schedule not applicable,Schedule not applicable,Very satisfied,Schedule not applicable,1,4,1
Female,No religion, No, No,Conservative,2,Health,"Increase tax and spend more on health, education and social benefits",Yes,Neither,3,4,3,2,2,3,2,3,3,3,Schedule not applicable,2,2,Schedule not applicable,Schedule not applicable,Schedule not applicable,Very satisfied,Schedule not applicable,2,3,2
Male,No religion, No, No,,5,Housing,,Yes,Neither,3,4,4,2,2,1,1,1,1,1,Schedule not applicable,3,3,Schedule not applicable,Schedule not applicable,Schedule not applicable,Very satisfied,Schedule not applicable,1,3,3
Male,No religion, No, No,Don’t know,3,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too high and disc,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Schedule not applicable,-1,-1,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite satisfied,Schedule not applicable,-1,-1,-1
Male,Other Christian, No, No,Conservative,3,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause,3,2,3,4,2,3,3,4,2,4,Schedule not applicable,4,3,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite satisfied,Schedule not applicable,4,2,3
Female,Non-Christian, No,Yes,Conservative,5,Housing,Don’t know,Yes,Don’t know,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Schedule not applicable,-1,-1,Schedule not applicable,Schedule not applicable,Schedule not applicable,Very dissatisfied,Schedule not applicable,-1,-1,-1
Male,Church of England, No, No,,2,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,Neither,3,3,2,2,2,4,2,2,3,2,not British,2,2,Yes,Leave the European Union,to stay in the EU and try to reduce the EUs powers,Quite satisfied,Leave the European Union ,2,3,3
Female,Roman Catholic, No, No,Labour,3,Schedule not applicable,"Reduce taxes and spend less on health, education and soc",Yes,benefits for unemployed people are too high and disc,3,3,3,3,3,3,3,3,3,3,Schedule not applicable,3,3,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite satisfied,Schedule not applicable,3,3,3
Male,Non-Christian, No, No,Labour,3,Health,"Reduce taxes and spend less on health, education and soc",No,benefits for unemployed people are too low and cause,2,2,3,2,2,2,1,2,1,2,Schedule not applicable,4,2,Schedule not applicable,Schedule not applicable,Schedule not applicable,Neither satisfied nor dissatisfied,Schedule not applicable,2,1,1
Female,No religion, No,Yes,Green Party,3,Schedule not applicable,Keep taxes and spending on these services at the same level,No,Neither,4,3,4,3,3,4,4,3,3,3,Schedule not applicable,4,4,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite satisfied,Schedule not applicable,4,4,4
Male,No religion, No, No,,3,Health,Keep taxes and spending on these services at the same level,No,Neither,5,4,3,5,3,3,2,1,2,1,Schedule not applicable,1,1,Schedule not applicable,Schedule not applicable,Schedule not applicable,Neither satisfied nor dissatisfied,Schedule not applicable,5,1,1
Female,No religion,Yes,Item not applicable,Plaid Cymru,1,Help for industry,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Schedule not applicable,-1,-1,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite satisfied,Schedule not applicable,-1,-1,-1
Male,Other Christian, No,Yes,Conservative,4,Schedule not applicable,,No,Other answer ,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Equally (English/Scottish/Welsh) and British,-1,-1,Yes,I would not vote ,to leave the European Union,Very satisfied,Leave the European Union ,-1,-1,-1
Male,No religion,Yes,Item not applicable,Conservative,2,Schedule not applicable,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too low and cause,4,2,3,2,2,4,4,3,3,2,Schedule not applicable,4,3,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite satisfied,Schedule not applicable,5,4,1
Female,Church of England,Yes,Item not applicable,Conservative,3,Schedule not applicable,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too low and cause,4,4,3,2,2,3,3,4,3,4,More (English/Scottish/Welsh) than British,2,2,Yes,Remain a member of the European Union,to stay in the EU and try to reduce the EUs powers,Quite satisfied,Leave the European Union ,4,3,3
Male,No religion, No, No,,3,Health,"Reduce taxes and spend less on health, education and soc",Yes,benefits for unemployed people are too low and cause,2,3,3,2,3,3,3,3,3,3,Schedule not applicable,2,2,Schedule not applicable,Schedule not applicable,Schedule not applicable,Neither satisfied nor dissatisfied,Schedule not applicable,3,3,2
Female,No religion, No,Yes,Conservative,2,Housing,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause,4,4,4,2,2,4,4,3,4,2,Schedule not applicable,2,1,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite dissatisfied,Schedule not applicable,1,3,3
Female,No religion,Yes,Item not applicable,Labour,3,Schedule not applicable,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too low and cause,3,5,3,2,3,3,2,3,3,3,Schedule not applicable,3,2,Schedule not applicable,Schedule not applicable,Schedule not applicable,Neither satisfied nor dissatisfied,Schedule not applicable,1,2,2
Male,No religion, No, No,Don’t know,2,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,Other answer ,3,2,2,2,2,4,4,2,4,4,Equally (English/Scottish/Welsh) and British,2,2,Yes,Leave the European Union,to leave the European Union,Quite satisfied,Leave the European Union ,2,3,3
Female,No religion, No, No,,3,Police and prisons,Keep taxes and spending on these services at the same level,Yes,Other answer ,3,3,3,2,2,3,4,2,3,2,Schedule not applicable,2,2,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite satisfied,Schedule not applicable,3,1,3
Male,No religion, No, No,,5,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too high and disc,4,4,3,3,4,4,4,3,3,3,not British,2,1,Yes,Leave the European Union,to leave the European Union,Neither satisfied nor dissatisfied,Leave the European Union ,1,9,3
Male,No religion, No,Yes,Conservative,3,Schedule not applicable,Don’t know,Yes,benefits for unemployed people are too high and disc,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Schedule not applicable,-1,-1,Schedule not applicable,Schedule not applicable,Schedule not applicable,Very satisfied,Schedule not applicable,-1,-1,-1
Male,No religion, No, No,Don’t know,4,Schedule not applicable,Keep taxes and spending on these services at the same level,No,Neither,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Schedule not applicable,-1,-1,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite satisfied,Schedule not applicable,-1,-1,-1
Female,No religion, No, No,Labour,5,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause,3,3,4,4,2,2,2,2,2,3,Schedule not applicable,2,2,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite satisfied,Schedule not applicable,2,2,2
Male,No religion, No, No,,3,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too high and disc,3,3,3,2,4,2,2,2,2,2,not British,3,3,Yes,Leave the European Union,to leave the European Union,Quite dissatisfied,Leave the European Union ,3,3,3
Male,No religion,Yes,Item not applicable,Conservative,4,Schedule not applicable,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too high and disc,9,9,9,9,9,9,9,9,9,9,Schedule not applicable,2,9,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite dissatisfied,Schedule not applicable,9,2,9
Male,Other Christian,Yes,Item not applicable,Labour,3,Health,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause,4,4,4,4,2,4,4,2,3,3,Schedule not applicable,2,1,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite satisfied,Schedule not applicable,4,2,2
Male,No religion, No,Yes,UK Independence Party (UKIP),3,Schedule not applicable,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too high and disc,4,3,2,9,9,2,1,2,2,2,More (English/Scottish/Welsh) than British,1,1,Yes,Leave the European Union,to leave the European Union,Quite satisfied,Leave the European Union ,1,2,2
Female,Other Christian, No, No,,3,Schedule not applicable,Keep taxes and spending on these services at the same level,Yes,Neither,3,3,4,2,2,4,2,4,4,3,not British,2,2,Yes,Leave the European Union,to leave the European Union,Quite satisfied,Leave the European Union ,4,2,3
Female,No religion, No,Yes,Conservative,4,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too high and disc,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Schedule not applicable,-1,-1,Schedule not applicable,Schedule not applicable,Schedule not applicable,Very satisfied,Schedule not applicable,-1,-1,-1
Female,Roman Catholic, No,Yes,Labour,4,Health,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too high and disc,2,2,3,1,1,4,4,4,2,2,Schedule not applicable,1,3,Schedule not applicable,Schedule not applicable,Schedule not applicable,Very satisfied,Schedule not applicable,1,3,3
Female,Roman Catholic,Yes,Item not applicable,Labour,4,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too high and disc,3,3,3,3,4,3,2,2,2,3,Schedule not applicable,1,1,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite satisfied,Schedule not applicable,1,3,3
Female,Roman Catholic,Yes,Item not applicable,Labour,2,Health,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too low and cause,5,4,4,2,1,2,2,2,1,2,Schedule not applicable,3,2,Schedule not applicable,Schedule not applicable,Schedule not applicable,Neither satisfied nor dissatisfied,Schedule not applicable,2,2,2
Female,Other Christian, No, No,,5,Schedule not applicable,Don’t know,Yes,benefits for unemployed people are too high and disc,4,4,3,1,3,4,3,3,3,4,Equally (English/Scottish/Welsh) and British,2,1,No,I would not vote ,Don’t know,Quite dissatisfied,"skip, didnt return SC questionnaire",1,3,3
Female,Other Christian,Yes,Item not applicable,Conservative,3,Schedule not applicable,Keep taxes and spending on these services at the same level,Yes,Neither,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Equally (English/Scottish/Welsh) and British,-1,-1,Yes,Remain a member of the European Union,to stay in the EU and try to reduce the EUs powers,Quite satisfied,Remain a member of the European Union ,-1,-1,-1
Female,Other Christian, No,Yes,Conservative,3,Schedule not applicable,Keep taxes and spending on these services at the same level,Yes,Neither,3,3,3,3,4,2,3,3,4,4,Schedule not applicable,4,4,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite satisfied,Schedule not applicable,4,3,3
Female,Church of England,Yes,Item not applicable,Labour,3,Education,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too low and cause,2,4,3,2,4,2,1,2,2,3,Schedule not applicable,1,1,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite satisfied,Schedule not applicable,4,1,4
