Rsex,ReligSum,SupParty,ClosePty,PartyIDN,Politics,Spend1,TaxSpend,AnyBN3,Dole,dolefidl,sochelp,welfhelp,damlives,proudwlf,redistrb,richlaw,wealth,Indust4,BigBusnn,tradvals,stifsent,NatIdGB,NHSSat,ECPolicy2,EURefV2,EURefb,CovWk1,CovWk2,CovWk3,deathapp,wronglaw,censor
Male,Other Christian, No,Yes,Conservative,3,Item not applicable,Item not applicable,Yes,Item not applicable,5,4,3,1,1,2,2,1,2,1,2,2,More (English/Scottish/Welsh) than British,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,5,4,2
Female,Roman Catholic, No, No,Scottish National Party,4,Item not applicable,Item not applicable,Yes,Item not applicable,3,3,3,2,3,4,3,3,2,3,2,3,none of these,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,1,3,4
Male,Non-Christian, No, No,Labour,3,Item not applicable,Item not applicable,Yes,Item not applicable,3,2,3,3,3,2,2,2,2,2,2,2,British not (English/Scottish/Welsh),Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,2,2,2
Female,No religion,Yes,Item not applicable,Labour,3,Item not applicable,Item not applicable,No,Item not applicable,4,5,4,1,2,1,1,1,3,1,3,3,British not (English/Scottish/Welsh),Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,5,4,2
Male,No religion, No,Yes,Labour,4,Item not applicable,Item not applicable,No,Item not applicable,4,3,3,2,2,2,3,2,4,3,4,4,More (English/Scottish/Welsh) than British,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,5,2,5
Male,No religion, No, No,none ,1,Item not applicable,Item not applicable,Yes,Item not applicable,5,5,4,1,1,1,1,1,1,1,4,5,Other,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,5,5,5
Female,No religion, No,Yes,Green Party,4,Item not applicable,Item not applicable,No,Item not applicable,5,4,4,2,2,2,1,2,5,1,3,2,Equally (English/Scottish/Welsh) and British,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,5,4,4
Female,No religion, No, No,Green Party,3,Item not applicable,Item not applicable,Yes,Item not applicable,4,3,2,2,2,2,1,2,1,2,1,1,Equally (English/Scottish/Welsh) and British,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,2,4,1
Male,No religion, No, No,none ,5,Item not applicable,Item not applicable,Yes,Item not applicable,4,4,4,2,2,3,3,3,3,3,2,2,Equally (English/Scottish/Welsh) and British,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,4,3,4
Female,No religion,Yes,Item not applicable,Liberal Democrat,4,Item not applicable,Item not applicable,No,Item not applicable,4,4,4,1,2,2,2,2,3,3,4,4,Equally (English/Scottish/Welsh) and British,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,5,3,4
Female,No religion, No, No,Conservative,2,Item not applicable,Item not applicable,Yes,Item not applicable,8,3,4,2,1,4,3,2,4,2,2,3,British not (English/Scottish/Welsh),Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,4,2,1
Male,No religion, No, No,Conservative,2,Item not applicable,Item not applicable,Yes,Item not applicable,3,4,4,2,1,2,2,2,4,3,3,2,British not (English/Scottish/Welsh),Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,5,4,4
Male,No religion, No,Yes,Green Party,2,Item not applicable,Item not applicable,Yes,Item not applicable,5,5,5,2,1,2,2,2,3,2,4,5,More (English/Scottish/Welsh) than British,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,5,4,2
Male,No religion,Yes,Item not applicable,Labour,1,Item not applicable,Item not applicable,No,Item not applicable,3,3,5,2,2,2,1,1,1,1,1,1,Equally (English/Scottish/Welsh) and British,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,1,3,5
Male,other, No,Yes,Labour,2,Item not applicable,Item not applicable,No,Item not applicable,2,1,1,5,5,2,1,2,3,2,2,1,More British than (English/Scottish/Welsh),Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,3,3,2
Male,No religion,Yes,Item not applicable,Labour,2,Item not applicable,Item not applicable,No,Item not applicable,3,4,4,2,4,4,4,1,4,2,1,4,British not (English/Scottish/Welsh),Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,5,4,5
Female,Roman Catholic, No,Yes,Labour,3,Item not applicable,Item not applicable,No,Item not applicable,4,4,3,2,2,2,3,2,2,2,3,3,Other,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,5,3,4
Male,Other Christian,Yes,Item not applicable,Conservative,3,Item not applicable,Item not applicable,No,Item not applicable,3,3,3,2,2,5,5,5,5,5,3,1,not British,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,1,3,2
Male,Roman Catholic,Yes,Item not applicable,Conservative,2,Item not applicable,Item not applicable,No,Item not applicable,3,3,3,2,2,3,2,2,2,2,2,2,More (English/Scottish/Welsh) than British,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,3,4,2
Male,No religion, No, No,Liberal Democrat,2,Item not applicable,Item not applicable,No,Item not applicable,4,4,3,3,2,3,3,3,4,3,2,2,Equally (English/Scottish/Welsh) and British,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,4,3,2
Female,No religion, No,Yes,Conservative,3,Item not applicable,Item not applicable,No,Item not applicable,3,3,3,2,2,2,2,2,2,2,3,3,Equally (English/Scottish/Welsh) and British,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,3,3,2
Female,Church of England,Yes,Item not applicable,Labour,2,Item not applicable,Item not applicable,Yes,Item not applicable,4,5,5,1,1,1,1,2,2,2,4,4,British not (English/Scottish/Welsh),Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,5,3,1
Male,No religion, No, No,Labour,4,Item not applicable,Item not applicable,Yes,Item not applicable,4,4,3,2,2,2,2,2,4,2,3,3,Equally (English/Scottish/Welsh) and British,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,4,4,3
Male,No religion,Yes,Item not applicable,Labour,1,Item not applicable,Item not applicable,No,Item not applicable,5,5,5,1,1,1,1,1,1,1,4,4,Other,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,5,5,2
Female,Other Christian, No,Yes,Conservative,4,Item not applicable,Item not applicable,Yes,Item not applicable,2,2,2,4,4,4,2,2,4,2,2,2,More (English/Scottish/Welsh) than British,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,4,4,5
Female,No religion,Yes,Item not applicable,Liberal Democrat,3,Item not applicable,Item not applicable,Yes,Item not applicable,2,3,3,2,3,2,1,1,1,2,2,1,British not (English/Scottish/Welsh),Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,3,3,2
Male,No religion, No, No,none ,3,Item not applicable,Item not applicable,No,Item not applicable,3,4,4,2,4,3,2,3,4,2,3,1,British not (English/Scottish/Welsh),Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,2,4,4
Male,No religion,Yes,Item not applicable,Labour,1,Item not applicable,Item not applicable,Yes,Item not applicable,5,5,5,1,1,1,2,1,2,1,4,5,More British than (English/Scottish/Welsh),Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,5,3,3
Female,No religion, No, No,Green Party,1,Item not applicable,Item not applicable,No,Item not applicable,4,4,4,2,3,4,4,3,4,2,4,3,Equally (English/Scottish/Welsh) and British,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,2,4,5
Female,No religion,Yes,Item not applicable,Labour,2,Item not applicable,Item not applicable,No,Item not applicable,5,5,4,1,1,1,1,1,2,1,5,4,More British than (English/Scottish/Welsh),Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,5,5,5
Male,No religion, No, No,none ,3,Item not applicable,Item not applicable,No,Item not applicable,4,4,2,1,3,4,1,2,4,2,2,2,More (English/Scottish/Welsh) than British,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,5,4,5
Female,Church of England, No, No,other,2,Item not applicable,Item not applicable,No,Item not applicable,5,5,3,2,2,2,3,3,3,2,3,4,Equally (English/Scottish/Welsh) and British,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,5,4,3
Male,No religion,Yes,Item not applicable,Labour,2,Item not applicable,Item not applicable,Yes,Item not applicable,5,5,4,1,1,1,1,1,2,1,1,1,Equally (English/Scottish/Welsh) and British,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,1,4,4
Female,No religion, No, No,Conservative,3,Item not applicable,Item not applicable,Yes,Item not applicable,2,2,2,2,2,2,2,2,2,2,2,2,Equally (English/Scottish/Welsh) and British,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,2,4,2
Female,No religion,Yes,Item not applicable,Labour,4,Item not applicable,Item not applicable,Yes,Item not applicable,4,3,4,2,3,3,2,2,3,3,3,2,Equally (English/Scottish/Welsh) and British,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,3,3,2
Male,No religion,Yes,Item not applicable,Labour,3,Item not applicable,Item not applicable,Yes,Item not applicable,4,4,4,1,2,1,2,1,2,1,4,4,Equally (English/Scottish/Welsh) and British,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,5,2,5
Male,Other Christian, No, No,Green Party,3,Item not applicable,Item not applicable,Yes,Item not applicable,3,2,4,3,2,2,2,1,2,2,2,2,not British,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,2,2,2
Female,Other Christian,Yes,Item not applicable,Conservative,3,Item not applicable,Item not applicable,Yes,Item not applicable,3,3,4,2,2,2,3,3,2,1,2,1,not British,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,1,1,1
Male,Church of England,Yes,Item not applicable,Conservative,2,Item not applicable,Item not applicable,No,Item not applicable,3,3,3,3,3,3,4,3,4,4,2,3,Equally (English/Scottish/Welsh) and British,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,4,3,3
Female,Church of England,Yes,Item not applicable,Conservative,3,Item not applicable,Item not applicable,No,Item not applicable,2,3,2,3,3,3,1,1,1,2,1,1,Equally (English/Scottish/Welsh) and British,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,1,3,3
Female,Other Christian, No,Yes,UK Independence Party (UKIP),2,Item not applicable,Item not applicable,Yes,Item not applicable,4,2,2,2,2,1,2,1,3,2,1,1,Equally (English/Scottish/Welsh) and British,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,1,4,1
Female,No religion, No, No,Conservative,3,Item not applicable,Item not applicable,No,Item not applicable,2,2,3,2,3,1,1,2,2,1,2,1,Equally (English/Scottish/Welsh) and British,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,1,2,3
Female,No religion,Yes,Item not applicable,Labour,1,Item not applicable,Item not applicable,Yes,Item not applicable,4,5,4,1,2,3,3,2,4,3,3,2,British not (English/Scottish/Welsh),Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,5,2,2
Female,No religion, No,Yes,Liberal Democrat,4,Item not applicable,Item not applicable,Yes,Item not applicable,5,5,5,2,1,1,2,1,2,1,4,3,Equally (English/Scottish/Welsh) and British,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,4,2,4
Female,No religion, No,Yes,Conservative,3,Item not applicable,Item not applicable,No,Item not applicable,3,4,3,2,3,3,2,2,2,2,3,2,not British,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,2,2,3
Male,Other Christian, No, No,UK Independence Party (UKIP),3,Item not applicable,Item not applicable,Yes,Item not applicable,2,2,1,1,2,1,1,1,1,1,1,1,not British,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,1,1,2
Female,No religion, No, No,Green Party,3,Item not applicable,Item not applicable,No,Item not applicable,3,2,2,3,3,1,1,1,1,1,2,2,Equally (English/Scottish/Welsh) and British,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,3,3,3
Male,Other Christian, No, No,none ,5,Item not applicable,Item not applicable,Yes,Item not applicable,3,3,3,3,2,4,3,4,2,3,2,2,Refusal,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,2,3,2
Male,No religion, No, No,none ,3,Item not applicable,Item not applicable,Yes,Item not applicable,3,3,3,4,2,3,4,2,5,3,3,3,none of these,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,3,5,4
Male,No religion, No,Yes,other,1,Item not applicable,Item not applicable,Yes,Item not applicable,4,5,3,1,1,1,1,1,1,1,2,1,More (English/Scottish/Welsh) than British,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,1,5,4
Female,No religion,Yes,Item not applicable,Labour,1,Item not applicable,Item not applicable,No,Item not applicable,5,5,5,1,1,1,2,1,1,1,4,3,More (English/Scottish/Welsh) than British,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,4,2,2
Female,Church of England,Yes,Item not applicable,Conservative,2,Item not applicable,Item not applicable,No,Item not applicable,3,3,2,2,2,5,2,2,3,3,2,3,British not (English/Scottish/Welsh),Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,2,3,2
Female,No religion, No, No,Conservative,4,Item not applicable,Item not applicable,No,Item not applicable,2,2,3,4,4,4,5,3,3,3,2,2,Equally (English/Scottish/Welsh) and British,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,2,4,3
Female,Roman Catholic,Yes,Item not applicable,Conservative,2,Item not applicable,Item not applicable,No,Item not applicable,4,3,3,2,3,4,2,2,3,2,2,3,British not (English/Scottish/Welsh),Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,4,3,4
Female,Church of England, No, No,Conservative,3,Item not applicable,Item not applicable,No,Item not applicable,3,4,5,3,1,3,3,3,3,2,3,1,Equally (English/Scottish/Welsh) and British,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,5,2,1
